factor_id,factor_name,ic_mean,ic_std,icir,category,status
25,alpha025,0.01599062723749745,0.22439108353040785,0.07126231125547605,reversal,pass
26,alpha026,0.0027296616595239714,0.18519690669784838,0.014739240024011073,price_volume,weak
27,alpha027,0.0390732681431033,0.0574000491886244,0.6807183738589355,price_volume,pass
28,alpha028,0.017517583691040332,0.20350672544327955,0.08607864753797904,price_volume,pass
29,alpha029,0.0,0.0,0.0,reversal,fail
30,alpha030,0.016139067457306377,0.19677208295784432,0.08201909140111073,reversal,pass
31,alpha031,-0.003553475647917289,0.19023034346179826,-0.018679857183934973,reversal,fail
32,alpha032,0.013229942338713338,0.18815085733161502,0.07031561017761204,price_volume,pass
33,alpha033,0.0177369056427273,0.1040995288836316,0.1703841106001029,price_volume,pass
34,alpha034,0.009019100347981519,0.20555034871493025,0.043877815845935426,volatility,weak
35,alpha035,0.005505102971988104,0.21198694120255826,0.025969066494184918,price_volume,weak
36,alpha036,0.0132427735626738,0.0633889248088825,0.2089130491264965,reversal,pass
37,alpha037,0.0268969625710894,0.095957577656115,0.2803005581016287,price_volume,pass
38,alpha038,0.0005399635456438438,0.22316892594810644,0.0024195283610828583,momentum,weak
39,alpha039,-0.0044732230808491365,0.23839448895895338,-0.01876395339667157,momentum,fail
40,alpha040,0.029361978589904737,0.19345777502271477,0.1517746112114502,volatility,pass
41,alpha041,0.0027347302339178836,0.240174607246714,0.011386425339747482,price_volume,weak
42,alpha042,0.0519932573440098,0.0682879474187506,0.7613826349938501,reversal,pass
43,alpha043,0.013311482890689483,0.1878448466595393,0.0708642431634868,reversal,pass
44,alpha044,0.0044659694737013665,0.17494491439106263,0.025527861094140604,price_volume,weak
45,alpha045,0.00020138376635496724,0.1714652977886727,0.0011744870183771437,price_volume,weak
46,alpha046,-0.009890649029209025,0.1894710166613695,-0.052201382583416465,reversal,fail
47,alpha047,0.016366806040805353,0.22663886958390894,0.07221535331010746,price_volume,pass
48,alpha048,0.0,0.0,0.0,fundamental_proxy,fail
49,alpha049,0.005842127388958869,0.21531821085278613,0.027132528018975383,reversal,weak
50,alpha050,0.00330716968477624,0.20079599581080843,0.016470296986859645,price_volume,weak
51,alpha051,0.006724286391260728,0.20919659054078638,0.03214338423909311,reversal,weak
52,alpha052,0.00525989351188284,0.24034188388164873,0.02188504736225236,price_volume,weak
53,alpha053,0.009068869051167088,0.20160035824597278,0.044984389561957785,reversal,weak
54,alpha054,0.02241955607255462,0.2091585140649235,0.10718930650652601,price_volume,pass
55,alpha055,-0.0016572570148141936,0.1646598791586941,-0.010064728720084754,price_volume,fail
56,alpha056,0.01433721127378597,0.19405868985519917,0.07388080010477228,fundamental_proxy,pass
57,alpha057,0.0021396998790139212,0.22163360462395956,0.009654221356207688,reversal,weak
58,alpha058,0.0,0.0,0.0,fundamental_proxy,fail
59,alpha059,0.0,0.0,0.0,fundamental_proxy,fail
60,alpha060,0.015078528148262754,0.2039369170774261,0.07393721727458538,price_volume,pass
61,alpha061,0.0211802273670962,0.062275767119056,0.340103837285615,price_volume,pass
62,alpha062,0.0064081698412195,0.0606745279822869,0.105615487327571,price_volume,pass
63,alpha063,0.0,0.0,0.0,fundamental_proxy,fail
64,alpha064,-0.006785563790132,0.0705807546846423,-0.0961390087205814,price_volume,fail
65,alpha065,0.0212095647427183,0.0686647070442973,0.3088859714938499,price_volume,pass
66,alpha066,-0.0066320583066323165,0.19305924194755653,-0.03435245181597615,price_volume,fail
67,alpha067,0.0,0.0,0.0,fundamental_proxy,fail
68,alpha068,-0.0020608321511232,0.0610872287818766,-0.0337358919731302,price_volume,fail
69,alpha069,0.0,0.0,0.0,fundamental_proxy,fail
70,alpha070,0.0,0.0,0.0,fundamental_proxy,fail
71,alpha071,0.0434947048911608,0.0844940577793804,0.5147664348743721,price_volume,pass
72,alpha072,-0.018684400685256123,0.17564339016284528,-0.10637690759631288,price_volume,fail
73,alpha073,-0.005036645490962271,0.20311686258212305,-0.024796786573669547,price_volume,fail
74,alpha074,0.0141241616654703,0.0608643490230573,0.2320596850566775,price_volume,pass
75,alpha075,0.0144484711130701,0.0484143421396669,0.2984336970104597,price_volume,pass
76,alpha076,0.0,0.0,0.0,fundamental_proxy,fail
77,alpha077,0.0025342430893444683,0.1947963881836227,0.013009702659145772,price_volume,weak
78,alpha078,-0.010402035573246073,0.19972641607697003,-0.05208142106368826,price_volume,fail
79,alpha079,0.0,0.0,0.0,fundamental_proxy,fail
80,alpha080,0.0,0.0,0.0,fundamental_proxy,fail
